step,observation,action,reward,done,total_reward
16,"You took action make_iron_pickaxe.

You see:
- water 4 steps to your west
- grass 1 steps to your west
- sand 4 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 9/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
17,"You took action make_iron_pickaxe.

You see:
- water 4 steps to your west
- grass 1 steps to your west
- sand 4 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 9/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
18,"You took action make_iron_pickaxe.

You see:
- water 4 steps to your west
- grass 1 steps to your west
- sand 4 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 9/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
19,"You took action make_iron_sword.

You see:
- water 4 steps to your west
- grass 1 steps to your west
- sand 4 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 9/9
- energy: 9/9

You have nothing in your inventory.",Move West,0.0,False,0.0
20,"You took action move_west.

You see:
- water 3 steps to your west
- grass 1 steps to your west
- sand 3 steps to your south-west
- tree 1 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
21,"You took action make_iron_pickaxe.

You see:
- water 3 steps to your west
- grass 1 steps to your west
- sand 3 steps to your south-west
- tree 1 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Move West,0.0,False,0.0
22,"You took action move_west.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
23,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
24,"You took action make_iron_sword.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 9/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
25,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
26,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
27,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your west
- grass 1 steps to your west
- sand 2 steps to your south-west
- tree 1 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Move West,0.0,False,0.0
28,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
29,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 9/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
30,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
31,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
32,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
33,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
34,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
35,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
36,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
37,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
38,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Place Table,0.0,False,0.0
39,"You took action place_table.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Do,1.0,False,1.0
40,"You took action do.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
41,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
42,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
43,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
44,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
45,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
46,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
47,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
48,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
49,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
50,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
51,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
52,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
53,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
54,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
55,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
56,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
57,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
58,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
59,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
60,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
61,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
62,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Do,0.0,False,1.0
63,"You took action do.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
64,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
65,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
66,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
67,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
68,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
69,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
70,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
71,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
72,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
73,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
74,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
75,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
76,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
77,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
78,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
79,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
80,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
81,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
82,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
83,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
84,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
85,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Do,0.0,False,1.0
86,"You took action do.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
87,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
88,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
89,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
90,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
91,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
92,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Move West,0.0,False,1.0
93,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
94,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Do,0.0,False,1.0
95,"You took action do.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
96,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
97,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 1 steps to your south
- tree 2 steps to your north-east

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 9/9
- energy: 6/9

You have nothing in your inventory.",Move West,0.0,False,1.0
