step,observation,action,reward,done,total_reward
38,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
39,"You took action move_west.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 3 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
40,"You took action move_west.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
41,"You took action make_iron_sword.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
42,"You took action make_iron_sword.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
43,"You took action make_wood_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
44,"You took action make_wood_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
45,"You took action make_wood_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Wood Sword,0.0,False,0.0
46,"You took action make_wood_sword.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
47,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
48,"You took action make_iron_pickaxe.

You see:
- water 2 steps to your south
- grass 1 steps to your west
- sand 1 steps to your south
- tree 2 steps to your north

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
49,"You took action move_west.

You see:
- water 2 steps to your south-west
- grass 1 steps to your west
- sand 1 steps to your south
- tree 3 steps to your north-east

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
50,"You took action move_west.

You see:
- water 1 steps to your south
- grass 1 steps to your west
- sand 2 steps to your south-east
- tree 3 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 8/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,0.0
51,"You took action make_iron_sword.

You see:
- water 1 steps to your south
- grass 1 steps to your west
- sand 2 steps to your south-east
- tree 3 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,0.0
52,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
53,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 8/9

You have nothing in your inventory.",Do,1.0,False,1.0
54,"You took action do.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
55,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
56,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Move West,0.0,False,1.0
57,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
58,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
59,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
60,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 8/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
61,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
62,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
63,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
64,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
65,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
66,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
67,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
68,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
69,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
70,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
71,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
72,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
73,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 8/9
- energy: 7/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,1.0
74,"You took action make_stone_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
75,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
76,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 7/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
77,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
78,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,1.0
79,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,1.0
80,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 3 steps to your north

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Sword,0.0,False,1.0
81,"You took action make_iron_sword.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 2 steps to your north

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,1.0
82,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your east
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- skeleton 3 steps to your north
- arrow 1 steps to your north

You face water at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,-0.2,False,0.8
83,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 7/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.8
84,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 7/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,0.8
85,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 3 steps to your north

You face water at your front.

Your status:
- health: 7/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.8
86,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 2 steps to your north

You face water at your front.

Your status:
- health: 7/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.8
87,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your east
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 1 steps to your north

You face water at your front.

Your status:
- health: 7/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,-0.2,False,0.6000000000000001
88,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 5/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.6000000000000001
89,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 5/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.6000000000000001
90,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 3 steps to your north

You face water at your front.

Your status:
- health: 5/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.6000000000000001
91,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 2 steps to your north

You face water at your front.

Your status:
- health: 5/9
- food: 6/9
- drink: 7/9
- energy: 7/9

You have nothing in your inventory.",Move West,0.0,False,0.6000000000000001
92,"You took action move_west.

You see:
- water 1 steps to your west
- grass 1 steps to your east
- sand 3 steps to your south-east
- tree 2 steps to your north-west
- arrow 1 steps to your north

You face water at your front.

Your status:
- health: 5/9
- food: 6/9
- drink: 7/9
- energy: 6/9

You have nothing in your inventory.",Make Iron Pickaxe,-0.2,False,0.4000000000000001
93,"You took action make_iron_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 3/9
- food: 6/9
- drink: 7/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.4000000000000001
94,"You took action make_wood_pickaxe.

You see:
- water 1 steps to your west
- grass 1 steps to your north
- sand 3 steps to your south-east
- tree 2 steps to your north-west

You face water at your front.

Your status:
- health: 3/9
- food: 6/9
- drink: 7/9
- energy: 6/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.4000000000000001
